Overall Rank,Overall Score,Size (acres),Town,Rightmove url,Price,Size (sq ft),£ per 1000 Sq Ft,Price Score,Price Rank,Competition Total,Competition Score,Competition Rank,Population Total,Population Score,Population Rank,Income Average,Income Score,Income Rank,Traffic Total,Traffic Score,Traffic Rank
130,53.42,0.00,"86/87
Campden Street
London
W8 7EN",https://www.rightmove.co.uk/properties/146215985,"£17,000,000",Ask agent,0.00,20.00,1,30,18.47,772,478235,2.41,281,20628.57,10.61,171,15866,1.93,171
133,53.41,0.00,BN3 3JT,https://www.rightmove.co.uk/properties/155784995,"£1,150,000",Ask agent,0.00,20.00,1,20,18.98,641,353950,1.79,357,20033.33,10.30,228,19301,2.35,129
134,53.41,0.17,RH2 9HZ,https://www.rightmove.co.uk/properties/154769459,POA,"7,601 sq ft",0.00,20.00,1,8,19.59,273,216220,1.09,467,21700.00,11.16,111,12899,1.57,240
135,53.40,11.83,LS1 4AP,https://www.rightmove.co.uk/properties/157714184,POA,"515,315 sq ft",0.00,20.00,1,36,18.16,824,1159130,5.85,109,17627.27,9.06,419,2687,0.33,588
136,53.36,0.00,CT1 2TG,https://www.rightmove.co.uk/properties/153002678,"£2,750,000",Ask agent,0.00,20.00,1,14,19.29,492,111870,0.56,620,26100.00,13.42,17,773,0.09,769
137,53.35,0.00,WA10 1RS,https://www.rightmove.co.uk/properties/146364326,Offers Invited,Ask agent,0.00,20.00,1,37,18.11,831,1124470,5.67,114,16425.00,8.44,540,9163,1.11,328
138,53.34,0.00,W1K 1QW,https://www.rightmove.co.uk/properties/148494485,"£2,000,000",Ask agent,0.00,20.00,1,28,18.57,754,625331,3.16,206,19790.00,10.17,249,11845,1.44,262
139,53.33,102.62,RG9 2BH,https://www.rightmove.co.uk/properties/162241058,"£1,750,000","4,470,248 sq ft",391.48,20.00,661,21,18.93,664,313525,1.58,384,24700.00,12.70,26,1041,0.13,727
140,53.30,0.00,CM15 0AT,https://www.rightmove.co.uk/properties/146113289,"£1,250,000",Ask agent,0.00,20.00,1,21,18.93,664,380878,1.92,344,20500.00,10.54,185,15700,1.91,179
141,53.30,295.27,SW3 2PR,https://www.rightmove.co.uk/properties/161870882,"£2,850,000","12,861,961 sq ft",221.58,20.00,603,17,19.13,589,571035,2.88,230,21933.33,11.28,95,90,0.01,964
142,53.28,0.00,London,https://www.rightmove.co.uk/properties/161686835,"£4,500,000",Ask agent,0.00,20.00,1,234,8.06,972,2462994,12.43,36,18231.82,9.37,369,28078,3.42,71
143,53.27,2.92,CB2 8PA,https://www.rightmove.co.uk/properties/159231152,POA,"127,195 sq ft",0.00,20.00,1,10,19.49,363,177710,0.90,504,23225.00,11.94,52,7729,0.94,374
144,53.27,0.00,SG14 1BD,https://www.rightmove.co.uk/properties/159550661,"£2,500,000",Ask agent,0.00,20.00,1,40,17.96,843,1002630,5.06,128,19370.00,9.96,285,2370,0.29,611
145,53.22,0.00,BS8 4JA,https://www.rightmove.co.uk/properties/159023588,"£1,400,000",Ask agent,0.00,20.00,1,18,19.08,606,323955,1.63,376,19050.00,9.79,312,22304,2.71,109
146,53.21,0.00,EN5 5SZ,https://www.rightmove.co.uk/properties/148790210,"£1,500,000",Ask agent,0.00,20.00,1,36,18.16,824,1001910,5.06,129,19370.00,9.96,285,220,0.03,906
147,53.20,0.00,DA15 7DH,https://www.rightmove.co.uk/properties/160951997,"£1,850,000",Ask agent,0.00,20.00,1,69,16.48,912,1273126,6.42,101,19361.54,9.95,288,2824,0.34,575
148,53.19,0.36,"Third Floor 
1 King Street
Manchester
M2 6AW",https://www.rightmove.co.uk/properties/151940480,"£2,750,000","15,577 sq ft",176542.34,18.42,907,113,14.23,949,1723710,8.70,67,17765.00,9.13,409,22186,2.70,110
149,53.16,0.00,W5 2PJ,https://www.rightmove.co.uk/properties/161883116,"£1,999,999",Ask agent,0.00,20.00,1,23,18.83,703,473005,2.39,292,22942.86,11.80,54,1231,0.15,704
149,53.16,0.00,W3 6LE,https://www.rightmove.co.uk/properties/161902760,"£1,999,999",Ask agent,0.00,20.00,1,23,18.83,703,473005,2.39,292,22942.86,11.80,54,1231,0.15,704
151,53.14,0.00,"1-2 
Burkes Parade
Beaconsfield
HP9 1NN",https://www.rightmove.co.uk/properties/162355898,"£2,000,000",Ask agent,0.00,20.00,1,13,19.34,457,457750,2.31,307,21300.00,10.95,130,4471,0.54,496
152,53.14,0.00,HP9 1QT,https://www.rightmove.co.uk/properties/160241945,"£1,500,000",Ask agent,0.00,20.00,1,16,19.18,553,520235,2.63,253,20116.67,10.34,219,8126,0.99,357
153,53.13,1.65,W1K 1QW,https://www.rightmove.co.uk/properties/159259457,"£2,000,000","71,874 sq ft",27826.47,19.75,811,16,19.18,553,292675,1.48,399,24700.00,12.70,26,134,0.02,946
154,53.10,0.00,SG11 2EB,https://www.rightmove.co.uk/properties/154000355,"£1,350,000",Ask agent,0.00,20.00,1,14,19.29,492,177025,0.89,507,23233.33,11.95,51,7981,0.97,362
155,53.05,0.17,WF10 5HW,https://www.rightmove.co.uk/properties/152175554,"£1,500,000","7,190 sq ft",208623.09,18.14,917,9,19.54,315,382860,1.93,341,20600.00,10.59,176,23458,2.85,99
156,53.02,0.72,PO19 1SP,https://www.rightmove.co.uk/properties/87024141,"£1,000,000","31,363 sq ft",31884.70,19.72,818,20,18.98,641,158205,0.80,539,17266.67,8.88,459,38240,4.65,34
157,52.97,0.00,SS9 2BU,https://www.rightmove.co.uk/properties/161703017,"£1,295,000",Ask agent,0.00,20.00,1,21,18.93,664,354460,1.79,356,18100.00,9.31,380,24220,2.95,97
158,52.96,0.00,BS37 5HT,https://www.rightmove.co.uk/properties/143130830,"£1,300,000",Ask agent,0.00,20.00,1,58,17.04,896,712370,3.59,182,22450.00,11.54,73,6448,0.78,413
159,52.91,0.00,BH13 7LF,https://www.rightmove.co.uk/properties/156283085,"£3,395,000",Ask agent,0.00,20.00,1,26,18.67,733,392295,1.98,335,21500.00,11.05,121,9886,1.20,313
159,52.91,0.00,BH13 7QB,https://www.rightmove.co.uk/properties/143012111,"£3,395,000",Ask agent,0.00,20.00,1,26,18.67,733,392295,1.98,335,21500.00,11.05,121,9886,1.20,313
161,52.90,1.00,M3 4JU,https://www.rightmove.co.uk/properties/144888404,POA,"43,560 sq ft",0.00,20.00,1,48,17.55,866,997175,5.03,132,15700.00,8.07,582,18435,2.24,135
162,52.90,2.00,EN5 5SZ,https://www.rightmove.co.uk/properties/159573755,"£2,500,000","87,120 sq ft",28696.05,19.74,813,37,18.11,831,1001910,5.06,129,19370.00,9.96,285,220,0.03,906
163,52.88,0.30,N21 1AY,https://www.rightmove.co.uk/properties/148643774,"£1,500,000","13,068 sq ft",114784.21,18.97,877,83,15.77,925,1451268,7.32,85,16282.35,8.37,551,20125,2.45,122
164,52.88,0.00,"120 
High Road
Loughton
IG10 4HJ",https://www.rightmove.co.uk/properties/148917620,"£2,000,000",Ask agent,0.00,20.00,1,57,17.09,890,903490,4.56,143,18907.69,9.72,323,12370,1.50,252
164,52.88,0.00,IG7 6PF,https://www.rightmove.co.uk/properties/160987442,"£2,000,000",Ask agent,0.00,20.00,1,57,17.09,890,903490,4.56,143,18907.69,9.72,323,12370,1.50,252
166,52.86,423.00,W1G 0JD,https://www.rightmove.co.uk/properties/162149717,"£15,000,000","18,425,880 sq ft",814.07,19.99,681,45,17.70,859,794006,4.01,158,20650.00,10.62,168,4445,0.54,498
167,52.80,0.10,W1G 0JD,https://www.rightmove.co.uk/properties/158058788,"£1,600,000","4,356 sq ft",367309.46,16.72,962,269,6.28,975,3492419,17.62,8,17692.86,9.10,413,25384,3.09,87
168,52.79,0.21,KT13 9UJ,https://www.rightmove.co.uk/properties/155607527,"£1,050,000","9,148 sq ft",114779.19,18.97,876,47,17.60,861,705322,3.56,184,21045.45,10.82,141,15118,1.84,189
169,52.78,7.02,E11 1HP,https://www.rightmove.co.uk/properties/160383869,POA,"305,791 sq ft",0.00,20.00,1,85,15.66,929,905381,4.57,141,17640.00,9.07,418,28573,3.48,69
170,52.77,0.00,CR8 2HA,https://www.rightmove.co.uk/properties/161027783,"£1,250,000",Ask agent,0.00,20.00,1,83,15.77,925,1673315,8.44,71,15507.69,7.97,594,4852,0.59,488
171,52.77,2.00,LE12 8RY,https://www.rightmove.co.uk/properties/158729123,"£1,250,000","87,120 sq ft",14348.03,19.87,772,15,19.23,531,660815,3.33,199,18300.00,9.41,361,7572,0.92,379
172,52.75,1.00,NE28 9NY,https://www.rightmove.co.uk/properties/162144341,"£1,999,999","43,560 sq ft",45913.66,19.59,832,23,18.83,703,473005,2.39,292,22942.86,11.80,54,1231,0.15,704
173,52.75,0.66,UB2 5HN,https://www.rightmove.co.uk/properties/143749814,"£1,750,000","28,750 sq ft",60869.57,19.46,844,16,19.18,553,348610,1.76,362,22633.33,11.64,62,5832,0.71,448
174,52.74,0.25,"Cheshire 
SK4 1AS",https://www.rightmove.co.uk/properties/152592497,"£2,350,000","10,759 sq ft",218421.79,18.05,920,81,15.87,922,1379175,6.96,94,16947.06,8.71,500,25891,3.15,85
175,52.73,0.00,HU10 6RJ,https://www.rightmove.co.uk/properties/136493555,"£1,100,000",Ask agent,0.00,20.00,1,27,18.62,747,298290,1.51,394,24300.00,12.49,29,917,0.11,752
176,52.73,0.00,E14 8AU,https://www.rightmove.co.uk/properties/149254748,"£2,000,000",Ask agent,0.00,20.00,1,148,12.45,955,2103255,10.61,52,15219.05,7.82,621,15116,1.84,191
177,52.70,0.00,TF1 1DT,https://www.rightmove.co.uk/properties/160789118,"£1,000,000",Ask agent,0.00,20.00,1,15,19.23,531,186450,0.94,498,23700.00,12.19,37,2757,0.34,582
178,52.68,5.10,"4 Halegrove Court
Cygnet Drive
Preston Farm Business Park
TS18 3DB",https://www.rightmove.co.uk/properties/147761048,"£2,500,000","222,156 sq ft",11253.35,19.90,754,34,18.27,810,497600,2.51,270,16260.00,8.36,552,29927,3.64,64
179,52.59,0.37,IG10 2QZ,https://www.rightmove.co.uk/properties/154546019,"£1,000,000","16,181 sq ft",61800.88,19.45,848,30,18.47,772,566446,2.86,231,22100.00,11.36,90,3750,0.46,532
180,52.59,0.00,SL5 7HG,https://www.rightmove.co.uk/properties/154628909,"£1,400,000",Ask agent,0.00,20.00,1,49,17.50,870,713436,3.60,181,22010.00,11.32,92,1459,0.18,676
181,52.59,15.25,SY2 6FG,https://www.rightmove.co.uk/properties/157250858,POA,"664,290 sq ft",0.00,20.00,1,12,19.39,426,88680,0.45,671,16900.00,8.69,501,33425,4.07,47
182,52.53,5.00,ME5 8LF,https://www.rightmove.co.uk/properties/158608643,"£2,750,000","217,800-975,744 sq ft",12626.26,19.89,765,11,19.44,403,90700,0.46,668,21400.00,11.00,125,14339,1.74,205
183,52.52,0.41,NW8 9TT,https://www.rightmove.co.uk/properties/160082843,"£1,850,000","17,860 sq ft",103583.43,19.07,874,49,17.50,870,736710,3.72,168,19476.92,10.01,278,18199,2.21,138
184,52.51,2.82,NR7 8TL,https://www.rightmove.co.uk/properties/150814562,"£1,000,000","122,839 sq ft",8140.74,19.93,732,16,19.18,553,164455,0.83,526,16766.67,8.62,515,32426,3.94,49
185,52.46,0.00,"6 Manor Park
Banbury
OX16 3TB",https://www.rightmove.co.uk/properties/161655671,"£2,705,000",Ask agent,0.00,20.00,1,6,19.69,211,76660,0.39,715,22500.00,11.57,65,6687,0.81,401
186,52.46,0.00,"6 Manor Park
Banbury
OX16 3TB",https://www.rightmove.co.uk/properties/149608058,"£6,500,000",Ask agent,0.00,20.00,1,6,19.69,211,76375,0.39,718,22500.00,11.57,65,6687,0.81,401
187,52.46,0.34,GU20 6LL,https://www.rightmove.co.uk/properties/135935489,"£4,000,000","14,750 sq ft",271186.44,17.58,941,31,18.42,785,476845,2.41,288,20712.50,10.65,165,28012,3.41,73
188,52.43,0.00,BH13 7LF,https://www.rightmove.co.uk/properties/157949795,"£2,500,000",Ask agent,0.00,20.00,1,30,18.47,772,449130,2.27,308,18325.00,9.42,359,18687,2.27,131
189,52.42,0.00,GU20 6AF,https://www.rightmove.co.uk/properties/160759076,"£3,395,000",Ask agent,0.00,20.00,1,15,19.23,531,515720,2.60,258,19983.33,10.27,233,2519,0.31,595
190,52.41,0.00,EN8 8NQ,https://www.rightmove.co.uk/properties/135802199,"£2,300,000",Ask agent,0.00,20.00,1,24,18.78,718,341315,1.72,366,19637.50,10.10,261,14896,1.81,194
191,52.39,0.00,UB2 5HN,https://www.rightmove.co.uk/properties/161027090,"£2,600,000",Ask agent,0.00,20.00,1,120,13.88,952,1635786,8.25,75,19752.38,10.16,251,830,0.10,763
192,52.39,0.00,London,https://www.rightmove.co.uk/properties/161167088,"£1,750,000",Ask agent,0.00,20.00,1,392,0.00,1008,3438751,17.35,12,20172.73,10.37,211,38310,4.66,33
193,52.38,0.25,GU20 6LL,https://www.rightmove.co.uk/properties/160972019,"£2,800,000","10,700 sq ft",261682.24,17.66,935,27,18.62,747,511885,2.58,259,23500.00,12.08,39,11756,1.43,264
194,52.37,0.00,OX2 7HN,https://www.rightmove.co.uk/properties/144216479,"£2,500,000",Ask agent,0.00,20.00,1,21,18.93,664,266860,1.35,422,21933.33,11.28,95,6685,0.81,403
195,52.36,0.00,WR12 7DP,https://www.rightmove.co.uk/properties/160167179,"£3,000,000",Ask agent,0.00,20.00,1,10,19.49,363,235310,1.19,448,20250.00,10.41,203,10488,1.28,294
196,52.36,0.49,"Cheshire 
SK4 1AS",https://www.rightmove.co.uk/properties/161857661,"£1,037,000","21,507 sq ft",48216.86,19.57,836,87,15.56,932,1428265,7.21,88,16393.75,8.43,541,13083,1.59,234
197,52.34,0.00,"5 Geoff Monk Way
Birstall
Leicester
LE4 3BU",https://www.rightmove.co.uk/properties/151987172,"£2,700,000",Ask agent,0.00,20.00,1,14,19.29,492,1438660,7.26,86,11266.67,5.79,820,32,0.00,995
197,52.34,0.00,"5 Geoff Monk Way
Birstall
Leicester
LE4 3BU",https://www.rightmove.co.uk/properties/151987157,"£1,100,000",Ask agent,0.00,20.00,1,14,19.29,492,1438660,7.26,86,11266.67,5.79,820,32,0.00,995
199,52.34,3.36,ME14 5BJ,https://www.rightmove.co.uk/properties/153731567,POA,"146,389 sq ft",0.00,20.00,1,9,19.54,315,122775,0.62,601,22200.00,11.41,87,6287,0.76,421
200,52.34,0.20,GL50 2UX,https://www.rightmove.co.uk/properties/159238208,"£1,700,000","8,559-10,513 sq ft",198621.33,18.22,913,19,19.03,622,306805,1.55,386,23400.00,12.03,40,12349,1.50,254
201,52.32,0.00,NE28 9NY,https://www.rightmove.co.uk/properties/162598265,"£1,200,000",Ask agent,0.00,20.00,1,15,19.23,531,353800,1.79,358,18066.67,9.29,390,16537,2.01,158
202,52.32,0.00,LS1 4AP,https://www.rightmove.co.uk/properties/154072721,POA,Ask agent,0.00,20.00,1,29,18.52,761,200980,1.01,481,22400.00,11.52,78,10427,1.27,299
203,52.30,1.78,NR1 1SQ,https://www.rightmove.co.uk/properties/96248417,"£2,000,000","77,537 sq ft",25794.14,19.77,805,18,19.08,606,243960,1.23,442,17133.33,8.81,476,28046,3.41,72
204,52.30,0.00,TR1 2RF,https://www.rightmove.co.uk/properties/161095586,"£1,950,000",Ask agent,0.00,20.00,1,13,19.34,457,46925,0.24,796,16800.00,8.64,509,33572,4.08,46
205,52.29,1.40,BS8 1PD,https://www.rightmove.co.uk/properties/162722393,"£4,000,000","60,854 sq ft",65731.09,19.41,852,35,18.21,816,722000,3.64,176,20560.00,10.57,177,3721,0.45,539
206,52.29,0.00,Camberley,https://www.rightmove.co.uk/properties/155692487,"£1,250,000",Ask agent,0.00,20.00,1,20,18.98,641,555960,2.81,236,20320.00,10.45,201,447,0.05,835
207,52.28,0.00,"1-3 Uxbridge Road
Hayes
UB4 0JN",https://www.rightmove.co.uk/properties/159210767,"£6,500,000",Ask agent,0.00,20.00,1,110,14.39,948,1213036,6.12,107,20400.00,10.49,193,10539,1.28,291
208,52.28,1.78,BS8 1PD,https://www.rightmove.co.uk/properties/162722468,"£5,250,000","77,524 sq ft",67720.96,19.39,855,35,18.21,816,722000,3.64,176,20560.00,10.57,177,3721,0.45,539
209,52.27,88.25,PL14 4BE,https://www.rightmove.co.uk/properties/161741237,"£1,050,000","3,844,170 sq ft",273.14,20.00,636,3,19.85,114,8695,0.04,925,24000.00,12.34,33,361,0.04,858
210,52.26,0.09,CT6 7GQ,https://www.rightmove.co.uk/properties/162129476,"£1,100,000","4,080 sq ft",269607.84,17.59,940,15,19.23,531,153180,0.77,553,21750.00,11.18,108,28605,3.48,68
211,52.25,0.00,RH2 9HZ,https://www.rightmove.co.uk/properties/160595267,"£1,250,000",Ask agent,0.00,20.00,1,83,15.77,925,1673315,8.44,71,15507.69,7.97,594,513,0.06,819
212,52.19,0.00,"Tarvin Sands
Chester
CH3 8JF",https://www.rightmove.co.uk/properties/157052318,"£1,350,000",Ask agent,0.00,20.00,1,13,19.34,457,367995,1.86,352,21250.00,10.93,135,560,0.07,810
213,52.19,0.00,BS9 4HW,https://www.rightmove.co.uk/properties/162696992,"£1,100,000",Ask agent,0.00,20.00,1,67,16.58,907,712140,3.59,183,22450.00,11.54,73,3859,0.47,527
214,52.18,3.28,BS1 6BN,https://www.rightmove.co.uk/properties/154064357,POA,"142,877 sq ft",0.00,20.00,1,63,16.79,900,732200,3.70,170,22450.00,11.54,73,1257,0.15,700
215,52.17,0.00,SG7 6AR,https://www.rightmove.co.uk/properties/159505502,"£2,100,000",Ask agent,0.00,20.00,1,3,19.85,114,77275,0.39,713,23100.00,11.88,53,447,0.05,835
216,52.17,271.40,"18
Great Stuart Street
Edinburgh
EH3 7TN",https://www.rightmove.co.uk/properties/153283952,"£1,400,000","11,821,991 sq ft",118.42,20.00,570,20,18.98,641,86665,0.44,681,21000.00,10.80,146,16060,1.95,168
217,52.17,0.00,"863
High Road
London
N12 8PT",https://www.rightmove.co.uk/properties/124465262,"£1,600,000",Ask agent,0.00,20.00,1,159,11.89,956,1823389,9.20,63,16865.00,8.67,507,19771,2.41,124
218,52.15,8.20,WF15 6BE,https://www.rightmove.co.uk/properties/153832238,POA,"357,192 sq ft",0.00,20.00,1,42,17.86,849,738695,3.73,166,19050.00,9.79,312,6336,0.77,417
219,52.11,1.50,NG2 6AU,https://www.rightmove.co.uk/properties/152408045,"£3,500,000","65,340 sq ft",53565.96,19.52,837,25,18.72,726,616135,3.11,209,18500.00,9.51,346,10181,1.24,306
220,52.06,245.00,PE9 2JL,https://www.rightmove.co.uk/properties/161443229,"£2,850,000","10,672,200 sq ft",267.05,20.00,630,20,18.98,641,624560,3.15,207,19200.00,9.87,304,493,0.06,825
221,52.06,127.03,PE9 2JL,https://www.rightmove.co.uk/properties/161461166,"£1,500,000","5,533,427 sq ft",271.08,20.00,634,20,18.98,641,624560,3.15,207,19200.00,9.87,304,493,0.06,825
222,52.04,0.00,B93 0JU,https://www.rightmove.co.uk/properties/162779654,"£2,500,000",Ask agent,0.00,20.00,1,17,19.13,589,566155,2.86,232,18200.00,9.36,372,5698,0.69,451
223,52.04,9.50,HG1 1TS,https://www.rightmove.co.uk/properties/160049672,POA,"413,820 sq ft",0.00,20.00,1,49,17.50,870,832310,4.20,152,17840.00,9.17,401,9557,1.16,319
224,51.96,0.23,BS1 2NN,https://www.rightmove.co.uk/properties/154855034,POA,"9,837 sq ft",0.00,20.00,1,64,16.73,904,714290,3.60,180,22450.00,11.54,73,604,0.07,796
225,51.95,1.99,GL2 4NF,https://www.rightmove.co.uk/properties/162018239,"£1,100,000","86,684 sq ft",12689.77,19.89,766,17,19.13,589,161780,0.82,531,18533.33,9.53,344,21280,2.59,113
226,51.95,0.00,NG2 6AU,https://www.rightmove.co.uk/properties/153772949,Offers Invited,Ask agent,0.00,20.00,1,32,18.37,792,673955,3.40,192,19500.00,10.03,275,1290,0.16,696
227,51.94,0.17,TW2 7LT,https://www.rightmove.co.uk/properties/156846890,"£1,800,000","7,380 sq ft",243902.44,17.82,931,95,15.15,938,1586672,8.01,77,20138.10,10.35,217,5003,0.61,478
228,51.94,0.00,"13 Upper King Street
Norwich
NR3 1RB",https://www.rightmove.co.uk/properties/160855937,"£1,445,000",Ask agent,0.00,20.00,1,12,19.39,426,47715,0.24,795,14000.00,7.20,703,42045,5.11,26
229,51.94,0.17,CR0 2BX,https://www.rightmove.co.uk/properties/157763195,"£1,300,000","7,260 sq ft",179063.36,18.40,908,244,7.55,973,2941506,14.84,22,19168.75,9.86,308,10609,1.29,287
230,51.94,0.00,"Staffordshire
TF10 9HX",https://www.rightmove.co.uk/properties/155646386,"£1,800,000",Ask agent,0.00,20.00,1,17,19.13,589,180070,0.91,502,21500.00,11.05,121,6909,0.84,396
231,51.93,0.00,W1U 8AN,https://www.rightmove.co.uk/properties/162382337,"£1,500,000",Ask agent,0.00,20.00,1,9,19.54,315,242390,1.22,443,15420.00,7.93,605,26652,3.24,81
232,51.93,0.00,SK8 3QA,https://www.rightmove.co.uk/properties/160716551,"£1,250,000",Ask agent,0.00,20.00,1,39,18.01,838,1107235,5.59,117,15566.67,8.00,592,2714,0.33,585
233,51.93,136.71,IP13 9DU,https://www.rightmove.co.uk/properties/162301457,"£1,500,000","5,955,088 sq ft",251.89,20.00,623,9,19.54,315,242035,1.22,444,15420.00,7.93,605,26652,3.24,81
234,51.92,231.80,HP16 9ES,https://www.rightmove.co.uk/properties/162618881,"£3,500,000","10,097,208 sq ft",346.63,20.00,653,21,18.93,664,460030,2.32,303,20100.00,10.33,220,2812,0.34,576
235,51.90,0.00,CM14 4BA,https://www.rightmove.co.uk/properties/162471761,"£2,250,000",Ask agent,0.00,20.00,1,21,18.93,664,348750,1.76,360,18100.00,9.31,380,15658,1.90,180
236,51.90,1.20,BA20 2FG,https://www.rightmove.co.uk/properties/158724140,POA,"52,272 sq ft",0.00,20.00,1,14,19.29,492,117750,0.59,607,19500.00,10.03,275,16379,1.99,163
237,51.89,0.00,SW18 1TS,https://www.rightmove.co.uk/properties/161567798,"£1,000,000",Ask agent,0.00,20.00,1,17,19.13,589,244715,1.23,441,20966.67,10.78,155,6080,0.74,433
238,51.88,0.00,"14-16
Bromham Road
Bedford
MK40 2QA",https://www.rightmove.co.uk/properties/142578797,"£9,500,000",Ask agent,0.00,20.00,1,17,19.13,589,179045,0.90,503,19800.00,10.18,245,13713,1.67,220
239,51.87,0.24,DY6 7NA,https://www.rightmove.co.uk/properties/155407946,"£1,950,000","10,405 sq ft",187409.90,18.32,910,30,18.47,772,578660,2.92,225,23366.67,12.01,43,1162,0.14,713
239,51.87,0.24,DY6 7NA,https://www.rightmove.co.uk/properties/157490882,"£1,950,000","10,405 sq ft",187409.90,18.32,910,30,18.47,772,578660,2.92,225,23366.67,12.01,43,1162,0.14,713
241,51.87,0.00,BL7 9DX,https://www.rightmove.co.uk/properties/149061023,"£1,200,000",Ask agent,0.00,20.00,1,17,19.13,589,577070,2.91,228,18983.33,9.76,318,525,0.06,814
242,51.85,0.00,W1U 8AN,https://www.rightmove.co.uk/properties/152224862,"£4,950,000",Ask agent,0.00,20.00,1,33,18.32,800,478235,2.41,281,21100.00,10.85,136,2230,0.27,618
243,51.85,1.60,CF10 3BA,https://www.rightmove.co.uk/properties/158726372,POA,"69,696-161,172 sq ft",0.00,20.00,1,4,19.80,140,13750,0.07,909,22300.00,11.47,83,4262,0.52,508
244,51.82,91.07,PE9 2JL,https://www.rightmove.co.uk/properties/161427866,"£1,200,000","3,967,009 sq ft",302.49,20.00,645,15,19.23,531,497285,2.51,272,19360.00,9.95,289,1031,0.13,730
245,51.78,0.00,HX3 0RP,https://www.rightmove.co.uk/properties/158418380,"£1,100,000",Ask agent,0.00,20.00,1,26,18.67,733,680165,3.43,189,17420.00,8.96,441,5872,0.71,445
246,51.78,0.00,"2 Front Street
Mendlesham
IP14 5RY",https://www.rightmove.co.uk/properties/149668991,"£1,100,000",Ask agent,0.00,20.00,1,14,19.29,492,197955,1.00,485,14000.00,7.20,703,35291,4.29,41
247,51.77,0.00,TR1 2RF,https://www.rightmove.co.uk/properties/162495737,"£1,800,000",Ask agent,0.00,20.00,1,13,19.34,457,59330,0.30,763,16800.00,8.64,509,28779,3.50,67
248,51.77,0.00,CM15 8LB,https://www.rightmove.co.uk/properties/161091044,"£1,500,000",Ask agent,0.00,20.00,1,28,18.57,754,495308,2.50,273,18333.33,9.43,357,10473,1.27,295
249,51.76,0.68,W1G 0JD,https://www.rightmove.co.uk/properties/160050881,"£5,000,000","29,621 sq ft",168799.16,18.49,903,108,14.49,945,1935789,9.77,60,16636.36,8.55,532,3739,0.45,533
